run_id,sample_type
1B9A0F24-8A3F-4693-B09C-5F0EFE5A32A5,TISSUE
AA0783EF-EA84-4B0B-8EA5-1600A85C9AB3,TISSUE
5547236E-885B-4CE8-B733-9D2E2D60941C,TISSUE
8A35116A-7F2B-49F8-A497-398959BB1AD9,TISSUE
2DB9E01D-2082-4D9A-9B5A-8C1149AEF365,TISSUE
7B3E6643-C148-4266-A3A3-80BAB713DD3E,TISSUE
05E2E228-C0C5-4D6D-8FE1-DA25D78B0EC1,TISSUE
BD402BD9-456B-4C70-B87A-D1826B275D1D,TISSUE
FAE38724-0757-45E5-818D-9DFE1C132796,TISSUE
7463B57E-ACDE-4ABB-A541-BBD9E326E959,TISSUE
1599FCA7-5350-4200-9B77-EC93BB5D91C2,TISSUE
0D5BF444-0CEB-4243-B0D3-3D181D26D7E3,TISSUE
D22B2633-C1CF-4E5E-A3AC-983ABA7776F3,TISSUE
FA3C3413-FA8C-4A29-B9CA-5BC3A56274A8,TISSUE
48A2AAEB-7F60-4284-808E-2058A531B17C,TISSUE
6B830177-B8E3-4635-BED3-2214F4A1C576,TISSUE
84DFC6D1-120A-4EC5-A66A-0CEFEE400589,TISSUE
78AFD286-1D48-4CC5-8D01-CEBF637679D6,TISSUE
0E4F9C8A-3DE5-4893-8ED9-BBF12169F199,TISSUE
3F7CB9CA-7FAA-41D0-9558-000FDE573811,TISSUE
5C8E4F70-8C40-4036-B69A-11F9D0BC6243,TISSUE
AE818BC4-05BF-4E85-A4AD-F3E43DD7D37A,TISSUE
1002C658-3E4D-4F5A-BCB2-E81193CF209A,TISSUE
24F852B4-9008-4FC3-84D8-5F023AE15C27,TISSUE
07A6BB77-5F94-4F6E-BAC4-6F564377970E,TISSUE
B6B48FC3-8C96-45FE-A0FB-8C94BB9FA78A,TISSUE
581B589A-0489-4A89-8E4B-86719EB9C756,TISSUE
A235537D-BF50-4796-B01A-FAD83EFDAD25,TISSUE
14F2F39A-EA0F-4027-8877-FEEEEFF1F085,TISSUE
03E71BD3-8FC7-4F34-96E7-B0E3A9AC4B05,TISSUE
1178A2BE-F075-4511-B657-5E497EC6BD5A,TISSUE
D50BAB19-5050-4C27-9F6B-6CB1C865552D,TISSUE
3F0387A6-C34C-448A-AF10-E53691CA7103,TISSUE
ABCF168A-484E-4AF7-8E2C-918F8244765F,TISSUE
D4E58BFB-9859-4D77-A581-1D713AA54B0B,TISSUE
278DBFBE-6831-4335-8750-0B76406779FB,TISSUE
29406946-7073-45FB-B9ED-0DB814E391A8,TISSUE
75435ED8-93E8-45FB-8480-98D8EB2EF8CB,TISSUE
C4E0F193-49DC-4A49-84BB-337AAF277145,TISSUE
2E63B18E-FDC1-414C-9291-492D3D380232,TISSUE
F5303C4B-7008-44AF-8D22-0BA38750DEA2,TISSUE
A59040E1-6D0B-49F1-B4B3-BD96B0E98536,TISSUE
2356B998-0930-403F-9B04-57A18A150955,TISSUE
91469C7A-AC09-4EC6-858B-0FF1DDB4CBA0,TISSUE
0C0AA0B2-5191-4EDF-8937-ED7434F30283,TISSUE
5AE9ED6D-65A9-4C7F-94D7-4ED96D2AB3E9,TISSUE
394E9A0D-EBD7-4291-A930-FF39065AE9BF,TISSUE
BEF38FBC-DDAA-4B8E-91F1-A150452BB15C,TISSUE
88A0E401-3507-496F-A4E4-981D089BEAF1,TISSUE
E5092C6E-894C-4FE7-8CCF-A74E23303E09,TISSUE
ACE0493F-E7CD-47FB-91E1-25393C512001,TISSUE
B626F298-622E-4C4F-8217-71D1234A6670,TISSUE
CBCB8C2D-0613-45DA-975E-1A0196D38764,TISSUE
BE16B0BE-394E-499D-B742-326920DF6E77,TISSUE
4D929884-46F7-4E61-9D05-B2C19A3D9BC3,TISSUE
B51C6DCF-820D-439D-AF92-40FB264F3223,TISSUE
01397021-8495-4D89-885A-166B4DBA0122,TISSUE
F904C5B6-70BD-4604-8254-79BE23B152DA,TISSUE
2A02A359-28A1-41B9-8EDD-2477C95CD00A,TISSUE
91A65733-AD8D-4021-9FE0-59CE918BC0FD,TISSUE
C6ACBA34-164B-419D-9C2B-ED2DC3C68FDD,TISSUE
ABA45E0B-764A-4BCF-8D86-126A44203E53,TISSUE
6C6558C6-DAAE-4663-B7C7-A441B1453BDE,TISSUE
3DA9560E-8181-4BAD-A90E-E4EE558E6EAF,TISSUE
A548DB97-6D28-4DEA-8334-201093A67B1E,TISSUE
507DED46-D79C-4A9F-BCF9-22E9C2CFD334,TISSUE
533CFA6A-C250-4F52-8637-0A77C398C78A,TISSUE
2634796D-5545-49C3-AA21-939D1EE443D6,TISSUE
CEB674A6-B8AE-4245-AF6E-83030D514B84,TISSUE
E07555C2-E097-48C5-A3F4-C08245B62172,TISSUE
B9B72975-8134-475C-BC0B-0CFDB24F636A,TISSUE
6C0B851D-80A8-4E10-8328-9BA08D938849,TISSUE
1EFC6C80-2CBC-4F7F-9D95-D3259F22AED3,TISSUE
777646E6-F734-4F24-B887-FD8DD9E906F9,TISSUE
EC0154E7-7A27-4535-83AE-6B379E99A93C,TISSUE
53018DE1-9557-4181-A0F2-5200013F1CEA,TISSUE
C28340EE-A53D-4282-8278-CD21CFC6F23E,TISSUE
57F24B18-B295-4FAB-8C48-6DC4C6D8FB9C,TISSUE
18B45F1F-234F-45CC-A234-145307606C5C,TISSUE
C9993CB1-F653-4C1F-9D3B-52F638C24540,TISSUE
075C00A8-6526-4805-96DA-F83D65D0A9C1,TISSUE
F04F8E41-3104-49BC-90BA-5C605AEE19D6,TISSUE
31B347CB-0B28-4B99-8493-E3A62C6D7A5B,TISSUE
218F1728-2967-447E-9BDD-F78E21265395,TISSUE
4909AFED-792E-4DAF-B002-B47B5B28C7ED,TISSUE
AA3CC38B-D53A-49DA-86F7-792BD2E90159,TISSUE
2D62D209-E88D-4DAF-93F4-9EB1CDC4233F,TISSUE
5E6281D5-BA5B-429D-9B15-2412BF2CAE81,TISSUE
80C54D0F-1525-4699-9AD7-E7D77BB34195,TISSUE
1E122AA0-1CA9-4F1B-823E-68D21D9B50BA,TISSUE
001DA225-94B6-4018-80CF-A51915E83E5D,TISSUE
8085F165-9AE3-4079-9F7F-711716D68BF0,TISSUE
BFAF2CEE-9AA5-4A51-9942-BB99A1F6ADB8,TISSUE
78F79407-D49F-4FA2-B09F-0665C502827C,TISSUE
197C2AC3-7698-44D7-B4A9-18788AC6EF7E,TISSUE
F9135D0D-6447-4452-8EA8-98DEE4610226,TISSUE
6F961AB5-18B1-432A-92F6-55D28C6A33FA,TISSUE
E43F4146-C231-4E30-A7B8-8695D00389C1,TISSUE
757C5572-ECCA-4110-880E-83B40DB042DB,TISSUE
DCD81FE1-115E-4C5A-9525-1EB71E2E07E5,TISSUE
32FB4CB2-001F-4B92-924B-EC5248BE7718,TISSUE
8EAAF41E-2F4D-4D8B-8AF4-3497D7E047BC,TISSUE
CDC78BDC-5879-4AA5-8305-18D91F37A2AE,TISSUE
4C5AD9C1-92A0-442C-AC7F-45D82135816B,TISSUE
A156D533-673A-4A66-A135-679D0748E036,TISSUE
BF399CBA-C257-4654-93A5-B9BCD25E9257,TISSUE
2EEE83B8-5A32-457E-8405-21B70A07280B,TISSUE
4A83A2D0-215A-4CEF-B469-B1FE877EB528,TISSUE
FD1D1138-87CF-4468-AE1F-8A3D0BB4B471,TISSUE
3FB923D7-F9BB-47A2-ADF6-8C6A48C8E765,TISSUE
8A6F9C75-7AEA-49CE-92E3-5058689276BC,TISSUE
C7FAF704-5646-44B7-B42B-24044C1E6FC2,TISSUE
4B4647B5-1964-49A9-AC25-89AB4A669341,TISSUE
0375EFB7-6AFA-416E-96FA-C9A69AD7E95D,TISSUE
F7FC684A-10B6-4546-8FF5-76BC2A64C514,TISSUE
7CBD6124-AB7E-46AD-8273-FA826F8F067F,TISSUE
E815E86E-1179-4207-9D4D-DEEF48027CE7,TISSUE
1B1E827B-A98A-465E-AC6F-448C076E829D,TISSUE
3E02B5C5-1842-4151-8628-ACD2790215E4,TISSUE
D556467D-BAC2-4ECE-B906-14F542987D90,TISSUE
3E0752F9-7BE8-4504-839E-5154BD4305C6,TISSUE
CD05D5AC-047C-4ECE-B320-F2DDC6FE327F,TISSUE
18719024-098B-47D7-9367-D4FDC059699B,TISSUE
37B9F568-AAF0-44B4-92BF-6E257EE6F06B,TISSUE
B6D11678-15A9-4F43-A0A2-225067DCAF1C,TISSUE
F569915C-8F77-4D67-9730-30824DB57EE5,TISSUE
C590B811-A42F-4ED2-896A-513EFD42D62D,TISSUE
FA371ED3-DFB2-4944-BE23-EDA4B4DED170,TISSUE
9E8F1F6E-8115-49A7-A208-3A6308CFD2B2,TISSUE
5C7BC0D9-0B73-4377-BFE2-61A9B5FD5D5F,TISSUE
EAF08CF3-0FCE-423F-A4DD-2AD320CC15A0,TISSUE
C7A75027-D49D-4D60-93A8-588487B5D690,TISSUE
B9DF27BD-DB8C-475A-8C7C-459F69618D97,TISSUE
B7F5A41E-9559-4329-81F5-1B88A74730B7,TISSUE
4549956C-8D25-4B37-894C-E82D5C7684F0,TISSUE
81B60B5B-307F-4C3F-9508-CB1624D0925C,TISSUE
0370B77C-5FE2-47DA-8E5F-806F76E6D505,TISSUE
C68E5B13-9E64-4C21-B8CC-F85A77B1393B,TISSUE
B8E080E7-C8A4-4E57-BB7A-6D8BD3B38658,TISSUE
C760EF53-EE23-431E-99B4-E5F3832D27F8,TISSUE
6A8ED154-856D-4CA6-B7FA-56DB41E49288,TISSUE
94C80946-14E8-4CFB-9A66-CA0BF64D5466,TISSUE
C1607EA4-7224-45CA-BFFA-BDF77B6D70A9,TISSUE
3A052DFC-7F7A-45C4-9773-1C0195879D3C,TISSUE
E18B70C0-BDCA-46D3-99BB-C6C8ABC68DA5,TISSUE
EB63A0FE-B591-4A4C-B4BD-8BF3790CC88E,TISSUE
03E81178-E971-4E91-8BED-D8273EA1425C,TISSUE
16B2F770-0357-4DE9-B0BF-7C546B169042,TISSUE
4113BB01-8676-40B1-AD48-D31462D6EA3C,TISSUE
39414B2A-7FB0-4669-8DFE-86D9AF7AD2D9,TISSUE
E00D0266-7FA6-4976-9AB7-2BF8E92D4BE5,TISSUE
22256888-17E8-4A40-81C9-D6C096EDCE69,TISSUE
7C6AF8DD-EFA4-4AD7-8AAC-918D686D78BA,TISSUE
A8D65DDB-516A-4F8C-8038-483A254D41B1,TISSUE
3182DEA1-4239-4613-925A-7E6503766AD6,TISSUE
961CEC20-67F2-4615-8725-F35C12F0BC9B,TISSUE
C392B91B-1F08-4E33-9AB7-42EC0FCE3B92,TISSUE
3E6800B3-B156-46ED-A949-1CF9C79F2C88,TISSUE
11C93F5A-2187-484A-805D-BB696C1B9032,TISSUE
7A674726-107E-461B-9DAB-CAE728B8B129,TISSUE
A6CC4EB8-BB74-4CBD-85BD-F60FD9D4DC50,TISSUE
203691F1-8D53-4E50-8B64-56D2E0D04208,TISSUE
EC9DD1B9-15AA-441D-8D80-D32F663B3A5C,TISSUE
0CE2A3C0-DA93-4D26-B4AF-394D07F323D3,TISSUE
88B1D40A-63E9-4357-9567-1BE8E54C4757,TISSUE
F44DB757-4D00-4BFC-99C5-AA82F99C5BDA,TISSUE
1DF1C041-687F-4368-9225-7E2D03F5C2B3,TISSUE
04823F53-A12D-4852-8F34-77B9DCBB7DF0,TISSUE
A3E44FB4-8385-4E39-88EB-F8E0D74E8938,TISSUE
AB93CECB-C034-4B57-B913-6EB3E34E536F,TISSUE
B33D0B10-4C33-4001-93FF-A5FFA2AA353C,TISSUE
9FC57F0E-A21A-4D05-85A6-764AFF321301,TISSUE
02EB87C8-F20F-4B3A-B074-4A4F8033F704,TISSUE
DFC4DF4C-EDDC-4EAD-AC46-93BC8E6DE36D,TISSUE
B74635F7-8705-4A16-8985-82A5A26DCC88,TISSUE
85C4E672-6BCC-4CC2-9C1B-14DD48329E5A,TISSUE
49684C2B-D31C-4B45-A400-3497C3CCEC01,TISSUE
1D97D7D8-6B7F-4240-ACC7-26DE583A84C5,TISSUE
527011EB-BA08-4104-95F3-FB207AE4BD9E,TISSUE
11BC2849-8F3D-4F52-BD79-675E8899D47E,TISSUE
D932B095-762B-4DD1-947D-9397E13610DA,TISSUE
CA32E320-D60B-4B17-88F3-B31325FA5EDA,TISSUE
B6EF4365-6A9E-46DF-96B6-733D5AD8B9A6,TISSUE
D149276E-A961-49D6-8BDA-004E8264A0A1,TISSUE
AD214134-733F-4643-89E7-3D729E3E189B,TISSUE
022275BA-F672-49C5-887B-CCF24A20848F,TISSUE
00008FF2-E928-40CD-B421-B401ED292249,TISSUE
A104D1E8-3B92-4A3C-9C16-A0DEB4E96302,TISSUE
932BAFF1-A2A8-404F-A9E9-44DCAA8CFF83,TISSUE
E93C4A65-43CE-4C2D-8DCB-29287FC969F2,TISSUE
15037D3D-2D9B-4640-B6C5-E3C2951AC0B8,TISSUE
580F828B-2333-48F7-BA05-E9B6EF1AA3D5,TISSUE
3CFE193B-09B3-4038-AA66-156BEEA28DDC,TISSUE
1D34604D-44C1-431F-B6E5-8C78B11F5A9E,TISSUE
311D089C-33F1-4722-9118-F56427C5C128,TISSUE
EA3DBF85-47CD-4F4B-AFA1-CCE06C3624B7,TISSUE
55E78EA2-2D9B-481F-8CAB-D36A33088EAE,TISSUE
86F94264-A6DD-4A97-9191-036F066DD0EF,TISSUE
09D25417-23B7-4D88-A0EA-F307985FBBBC,TISSUE
F3C17A4E-3940-4DAB-8D00-FA6A16118B75,TISSUE
2AE27B42-030A-4801-8B03-0AFF4F1AEA3E,TISSUE
A451CA06-E1BF-478B-9A50-A0D8C3D4A2AC,TISSUE
FFB978FF-8558-44EA-AC38-622BC60B1BBA,TISSUE
C8041089-E148-4B33-BBB7-9298B81A8832,TISSUE
59363737-247E-4524-B7CD-F43B2C861027,TISSUE
3906B99C-A646-4903-8638-93903BB7F3A4,TISSUE
943037EA-C7DF-4941-B355-ECA21707EDD0,TISSUE
01032C59-1724-4B6D-85E7-76C087E0F50F,TISSUE
83D11444-C029-4152-996B-444997C20DB5,TISSUE
C797F12C-40D3-4DB5-B9EF-A6821BBDE4F0,TISSUE
EF3D2659-7C4A-4003-A1B1-9A47A5388034,TISSUE
0F6DDBA7-6F74-45E8-95C8-F28263D55978,TISSUE
6A37EAD0-5083-426C-A6D9-274EB0F8D42C,TISSUE
3BD942BB-A3A7-4993-B3F1-B8641626B773,TISSUE
6F7E9F0D-164E-4696-A353-18D379AA4EF7,TISSUE
A4CECC77-3764-4F27-BD37-D7E76E436944,TISSUE
253ABFD1-4BA7-4C9F-82FB-5637FE5A0B5D,TISSUE
058A5D3C-2216-4D6A-876B-83ABFB7FEA6D,TISSUE
63A6C2E5-7B6B-4CBB-BB5B-BAA9E2BD1EFE,TISSUE
B4013849-B1B4-45AD-8CE9-72D3C2683F3F,TISSUE
162C25FB-84CB-4DA7-8012-EA50A1B00C66,TISSUE
EC0C5E95-D2E0-4053-9DF2-F936D23EE6F4,TISSUE
6442BF35-AC0E-413B-8EDA-84CF221DB85A,TISSUE
7E4FC2C1-CF09-452F-A746-F3D0DAC21E72,TISSUE
0915FD2C-0C30-4437-83BA-DFBDF3CDBC61,TISSUE
D83CA5FB-D13C-49D2-B21B-928FA777F871,TISSUE
05FE3587-A0A0-40E0-BB6C-E82E70C3550D,TISSUE
6C8FCD10-3AD0-4B68-BC4B-FF47A3AD62FF,TISSUE
52CC5ABB-E3DD-4CCF-A5C6-3DDCD8D7A9DA,TISSUE
21F5BA76-8F9D-4742-9AC6-D3FB58F8612D,TISSUE
0896A41E-1148-43A9-8EC0-8026F6E1FEA3,TISSUE
69595C5D-6655-4065-8943-90045A2B2478,TISSUE
8C88CC73-D099-4F89-9DB8-4204308DFC56,TISSUE
CEDFB044-C1DF-4928-AE25-EF2DC81006CD,TISSUE
E6901976-2075-463C-828D-8DF924EFC78E,TISSUE
0CAAC9B1-10C1-44B2-9C40-C9812286E048,TISSUE
B8042E2C-B5C3-42BC-9149-E56E952E5A56,TISSUE
B506CD6F-A033-40DA-A7B1-084FBD81B68D,TISSUE
80275DB0-A226-4B6B-A08F-4ADBEEE1DB01,TISSUE
40A58FA6-9329-4E4A-A4C0-C9EE3FA3427D,TISSUE
8F30F0E6-CE60-480F-B69D-8CD9655BA6F2,TISSUE
6B131704-D54C-4E0E-9D01-BFEE2C59BE88,TISSUE
94B74565-C9AE-4723-8D01-4A7B6C0D3CF2,TISSUE
96A04875-58E2-4BE7-8E0F-CAB55F4CA54F,TISSUE
27FB653A-9E07-44AD-952E-9E4DE4AB5891,TISSUE
EF5618C6-6AFB-4FB5-A32B-7946F18E9736,TISSUE
60E167CC-FC54-4587-947D-0D972AD0CF2E,TISSUE
7EAE1A5A-129A-46DE-977E-A2C753F10904,TISSUE
E14F2D43-D96C-4032-9BBD-476FBFED85C7,TISSUE
0A562D9C-52B2-4CE1-8173-4874835682E5,TISSUE
1F101D63-478B-40B9-A951-DC3887CFF067,TISSUE
96955B7B-5AFE-4CEE-B27F-0EEDAA90949D,TISSUE
C041F9A7-625B-4249-B042-E938061FC103,TISSUE
B3029936-1EEF-4378-AA28-D5B2A32CDC86,TISSUE
007F0210-24BB-49FA-9308-077009BECF3A,TISSUE
2ED0EDE4-3B77-4FA7-9568-BA8C496F103F,TISSUE
7EAE0048-16B5-4979-9410-16CDEB9B1A48,TISSUE
87FDA84B-DB48-4594-A256-562ECD57DE6C,TISSUE
39A9B95F-186B-4550-9271-001151B1A626,TISSUE
16A570C6-306F-4B40-ACDD-C121C977C84C,TISSUE
F77B16C3-9CE3-4478-A6F3-B7FD5F86B519,TISSUE
536FEED2-6251-41BC-AA61-EA46744EAB05,TISSUE
BE787416-396B-48B4-A5D2-8E2EE082D001,TISSUE
EA98E453-EACA-4F4B-8631-C2A83CCFA8CC,TISSUE
B51FF2C1-761A-48AB-945A-BB7796C60655,TISSUE
F07E8EC5-28F3-47CC-9EE4-BBC8E143D32C,TISSUE
DA7D4478-7ED9-48A4-A782-EE3965D3220B,TISSUE
ECB2DF14-CF68-44D4-8719-973AE448B992,TISSUE
208165C0-229B-49E2-A22A-575CA3157C9E,TISSUE
B5D1E2FC-AD5B-4BCC-AA60-0CB94FB09FCA,TISSUE
62FCAEFF-16D8-4019-84B6-18EC3A88BC32,TISSUE
0B3CA2C9-B166-4156-810B-231E109E5F7C,TISSUE
1E95EA22-BC41-4AAE-AFCC-F9281989A785,TISSUE
913D6292-6507-4F86-A120-137CEACE5C9F,TISSUE
1A5DB9FC-2ABD-4E1B-B5EF-B1CF5E5F3872,TISSUE
3752431C-C493-4BD2-B6B9-282C28A62F9A,TISSUE
C31D4D3E-3178-4238-A3AD-3F47FBAEBCA8,TISSUE
431F73A2-2AB3-4101-B610-7FC02A7097EC,TISSUE
AA26E72A-924D-423E-90F6-96C67A7DFBBE,TISSUE
4E92867A-7834-45DF-AAE7-A680EF37CD1D,TISSUE
7A392761-6834-4B60-A49A-99D0D2AEC612,TISSUE
F0CE637A-2087-4A54-9FAA-D30808D4D4DE,TISSUE
ADD6F72C-49D0-4FF1-BE53-FA5FE58A0D11,TISSUE
4FFA9B06-04F7-4DF1-A1EA-BB544A716AFB,TISSUE
E258343D-271F-419D-A083-9AB6DF9A377B,TISSUE
A79DD5B2-F97A-4B24-B762-FEA1CD5238FE,TISSUE
07609CEF-97F7-4BDF-9321-B907620E8A64,TISSUE
94BA97DF-AC94-463D-AD63-DF5B6C72863F,TISSUE
722C1284-5983-4CC1-B19C-214C2DE6F8A6,TISSUE
54E42A64-B350-4A94-8FED-C9BC1872660E,TISSUE
6F3F2EA8-580C-4D13-93E0-7ED942C52BC4,TISSUE
7409A62F-0F0B-44AA-85BD-91B6C646E36F,TISSUE
90F0996F-AE69-4578-9B98-6572B5E708D4,TISSUE
4A052DF5-38BB-4E2F-87BB-BBDE3C959304,TISSUE
A8E11B1B-B6CD-4723-8042-AB86B044AD8D,TISSUE
AEF83C64-D347-42AC-B237-7B7D4A996FFD,TISSUE
CEA3D07A-07D4-4DD6-AAB4-8B9AFEC7EC52,TISSUE
701D6EDF-68D4-4034-AE7F-8955C4505A7C,TISSUE
3067683D-43D4-4F6D-9338-17F6A75E4B25,TISSUE
B7A45375-1785-48D0-BE28-2C6E7816488E,TISSUE
29B5B851-7CBE-49D0-8288-0F3AA8B70F67,TISSUE
8FE5A988-F803-436D-9A85-45E7DCEB8934,TISSUE
696D6BD2-3EF5-4ECC-A517-F9F6414C68EB,TISSUE
EB3A95AF-6DE4-415D-A31F-EC75FCE2D5FB,TISSUE
53062969-D209-490B-9C9B-5D297625E2AE,TISSUE
2C4ED242-2376-49ED-8AB3-18EC35E00BE7,TISSUE
A12B149D-4A0F-4333-9622-AD2C96BF86DA,TISSUE
B4F829FF-AD6C-40CC-98AC-E6DC7640E7F8,TISSUE
F4A6DBEB-548D-41CD-B24C-6F9C8CC1461A,TISSUE
5ACFF57E-8B40-4A68-98B9-1F80D80B3F00,TISSUE
EB3DBE80-00E4-4305-ADB1-707AE3232498,TISSUE
6D90549C-3B99-4DFC-996D-86211498A8C5,TISSUE
24B9F689-4D56-42F8-93BE-B9A717BFB6AE,TISSUE
80468695-FAF8-410D-9215-81BAD9BFAFFC,TISSUE
70F9FC41-6202-4B58-9C7C-9946E103E319,TISSUE
81ABDA7B-F416-4DF6-B53C-3DC0249314E9,TISSUE
09A2ED74-A7C7-4DBB-8EDD-C80D0F0AEFDF,TISSUE
82341457-7386-4C56-9DAF-A8F020055685,TISSUE
